filename,kelas,file_size_kb,format,dampak,penanganan,kategori_sampah,risk_level
R_1542.jpg,Plastik,4.66,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_30.jpg,Plastik,3.35,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10569.jpg,Plastik,9.42,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10540.jpg,Plastik,14.04,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1589.jpg,Plastik,12.38,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_39.jpg,Plastik,4.48,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1387.jpg,Plastik,8.26,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_138.jpg,Plastik,14.78,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10388.jpg,Plastik,11.04,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_111.jpg,Plastik,5.28,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1062.jpg,Plastik,3.32,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10425.jpg,Plastik,3.08,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1294.jpg,Plastik,7.72,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
Image_8.jpg,Plastik,12.28,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1039.jpg,Plastik,15.48,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1155.jpg,Plastik,5.88,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_195.jpg,Plastik,17.76,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_95.jpg,Plastik,4.16,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_991.jpg,Plastik,6.59,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10609.jpg,Plastik,10.6,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1156.jpg,Plastik,6.54,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_272.jpg,Plastik,6.82,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1278.jpg,Plastik,16.19,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10395.jpg,Plastik,11.31,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1059.jpg,Plastik,11.02,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1569.jpg,Plastik,11.6,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1441.jpg,Plastik,3.56,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1546.jpg,Plastik,9.31,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_266.jpg,Plastik,8.93,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10563.jpg,Plastik,5.5,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1282.jpg,Plastik,8.98,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10605.jpg,Plastik,10.34,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10463.jpg,Plastik,3.18,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10702.jpg,Plastik,6.49,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1239.jpg,Plastik,7.29,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1233.jpg,Plastik,8.86,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1330.jpg,Plastik,6.54,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10586.jpg,Plastik,5.01,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1607.jpg,Plastik,6.37,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1284.jpg,Plastik,9.1,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_70.jpg,Plastik,5.03,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10503.jpg,Plastik,5.03,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1518.jpg,Plastik,7.05,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1267.jpg,Plastik,8.26,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1348.jpg,Plastik,5.03,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10512.jpg,Plastik,8.43,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1144.jpg,Plastik,10.16,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1440.jpg,Plastik,3.12,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1243.jpg,Plastik,6.52,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_176.jpg,Plastik,18.09,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1613.jpg,Plastik,7.68,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10674.jpg,Plastik,2.95,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1064.jpg,Plastik,14.68,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_226.jpg,Plastik,18.4,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1359.jpg,Plastik,6.26,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1276.jpg,Plastik,12.43,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1072.jpg,Plastik,6.86,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_91.jpg,Plastik,8.18,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_957.jpg,Plastik,4.01,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1368.jpg,Plastik,12.66,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_263.jpg,Plastik,3.76,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_71.jpg,Plastik,4.68,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1343.jpg,Plastik,5.48,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1399.jpg,Plastik,10.19,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1491.jpg,Plastik,10.97,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10618.jpg,Plastik,4.33,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10560.jpg,Plastik,10.65,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_110.jpg,Plastik,9.27,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_115.jpg,Plastik,10.5,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1211.jpg,Plastik,4.58,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1373.jpg,Plastik,7.58,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1452.jpg,Plastik,10.17,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10402.jpg,Plastik,2.16,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_977.jpg,Plastik,11.15,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10626.jpg,Plastik,8.8,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1051.jpg,Plastik,8.71,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1054.jpg,Plastik,14.55,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10447.jpg,Plastik,11.24,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_106.jpg,Plastik,3.81,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10465.jpg,Plastik,9.18,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1018.jpg,Plastik,7.01,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1197.jpg,Plastik,9.79,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10676.jpg,Plastik,2.49,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1522.jpg,Plastik,16.33,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10508.jpg,Plastik,7.76,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10672.jpg,Plastik,8.08,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10417.jpg,Plastik,11.29,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_982.jpg,Plastik,18.3,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10454.jpg,Plastik,7.92,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_236.jpg,Plastik,3.92,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1172.jpg,Plastik,4.42,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1157.jpg,Plastik,6.07,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10607.jpg,Plastik,2.97,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1011.jpg,Plastik,10.85,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1313.jpg,Plastik,5.12,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1555.jpg,Plastik,10.97,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1029.jpg,Plastik,10.21,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1332.jpg,Plastik,4.69,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_165.jpg,Plastik,2.46,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1321.jpg,Plastik,3.06,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1593.jpg,Plastik,12.42,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1232.jpg,Plastik,13.67,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1545.jpg,Plastik,2.35,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10680.jpg,Plastik,8.01,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1063.jpg,Plastik,12.15,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_984.jpg,Plastik,9.01,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1598.jpg,Plastik,4.31,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1595.jpg,Plastik,9.64,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
Image_72.jpg,Plastik,3.64,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1009.jpg,Plastik,11.35,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_256.jpg,Plastik,6.69,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1010.jpg,Plastik,5.61,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1483.jpg,Plastik,14.13,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10416.jpg,Plastik,10.1,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1079.jpg,Plastik,12.79,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10658.jpg,Plastik,8.07,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10585.jpg,Plastik,9.39,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10558.jpg,Plastik,11.93,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_42.jpg,Plastik,4.06,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1397.jpg,Plastik,14.31,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_5.jpg,Plastik,4.62,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1372.jpg,Plastik,5.69,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1375.jpg,Plastik,4.83,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1223.jpg,Plastik,9.98,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_7.jpg,Plastik,7.79,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1363.jpg,Plastik,7.49,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_25.jpg,Plastik,3.37,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
plastik_4.jpg,Plastik,8.65,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_221.jpg,Plastik,8.95,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10492.jpg,Plastik,13.18,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10719.jpg,Plastik,7.53,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1080.jpg,Plastik,5.62,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1577.jpg,Plastik,10.87,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_212.jpg,Plastik,7.52,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_45.jpg,Plastik,4.45,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1611.jpg,Plastik,5.0,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10575.jpg,Plastik,9.74,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1534.jpg,Plastik,8.08,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1621.jpg,Plastik,12.67,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1543.jpg,Plastik,14.26,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10651.jpg,Plastik,5.65,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1426.jpg,Plastik,5.61,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_69.jpg,Plastik,8.07,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1175.jpg,Plastik,8.45,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10385.jpg,Plastik,3.87,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_129.jpg,Plastik,11.27,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1602.jpg,Plastik,5.98,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1382.jpg,Plastik,3.0,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10400.jpg,Plastik,14.91,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1411.jpg,Plastik,14.21,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_255.jpg,Plastik,17.57,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1217.jpg,Plastik,11.5,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1088.jpg,Plastik,2.99,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_58.jpg,Plastik,7.26,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1433.jpg,Plastik,5.71,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1114.jpg,Plastik,2.37,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1262.jpg,Plastik,6.33,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1139.jpg,Plastik,12.13,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10588.jpg,Plastik,8.38,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10464.jpg,Plastik,4.07,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
Image_20.jpg,Plastik,4.82,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10600.jpg,Plastik,7.36,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10610.jpg,Plastik,7.69,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1254.jpg,Plastik,7.82,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_63.jpg,Plastik,8.63,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_64.jpg,Plastik,5.23,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1109.jpg,Plastik,3.07,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_18.jpg,Plastik,2.33,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10542.jpg,Plastik,6.04,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1507.jpg,Plastik,6.21,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1288.jpg,Plastik,7.13,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10444.jpg,Plastik,10.59,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1315.jpg,Plastik,8.35,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1338.jpg,Plastik,7.76,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10653.jpg,Plastik,7.19,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10531.jpg,Plastik,10.81,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_140.jpg,Plastik,18.21,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_985.jpg,Plastik,16.21,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_10541.jpg,Plastik,3.29,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1326.jpg,Plastik,10.6,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1377.jpg,Plastik,6.1,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_68.jpg,Plastik,3.25,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1455.jpg,Plastik,7.81,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1061.jpg,Plastik,6.43,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1116.jpg,Plastik,8.98,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_128.jpg,Plastik,6.69,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_1307.jpg,Plastik,13.75,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
R_998.jpg,Plastik,15.4,JPEG,Sulit terurai dan mencemari lingkungan,Didaur ulang menjadi kerajinan,Anorganik,Sedang
